,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
SK하이닉스,0.5782,0.0859,0.2094,0.96,1.261,0.8291,-9.75,20,0.7617244436585454,0.2815109238366781,0.379000968130471,0.9937542118417035,83.31,AA
