,debt_ratio,roa,total_asset_growth_rate,cfo_to_total_debt,current_ratio,quick_ratio,news_sentiment_score,news_count,sentiment_volatility,positive_ratio,negative_ratio,recency_weight_mean,business_report_text_score,public_credit_rating
삼성전자,0.3747,0.0379,0.0947,2.8318,0.8037000000000001,0.5191,13.31,20,0.6130767168988356,0.2938575191251006,0.16070910063014007,0.9971812219780988,80.45,AAA
