회사명,요청검색어,cmpCd,등급
(주)씨제이이엔엠,씨제이,1884524,AA-
네이버(주),NAVER,1420234,AA+
삼성전자(주),삼성전자,1326874,AAA
씨제이(주),씨제이,1293674,AA-
씨제이대한통운(주),씨제이,1479387,AA-
씨제이씨지브이(주),씨제이,1698732,A-
씨제이제일제당(주),씨제이,5000500,AA
씨제이프레시웨이(주),씨제이,1795281,A
에스케이하이닉스(주),SK하이닉스,1670352,AA
